Country,date,Year,Week,Sex,Age,Deaths,Baseline,Exposure,Excess,lp,up
Spain,2014-01-06,2014,1,m,0,13,15.578064498011367,1179368.56,-2.5780644980113667,8,24
Spain,2014-01-13,2014,2,m,0,18,15.58383327649357,1179368.56,2.4161667235064304,8,26
Spain,2014-01-20,2014,3,m,0,25,15.589604191236358,1179368.56,9.410395808763642,8,24
Spain,2014-01-27,2014,4,m,0,15,15.595377243030818,1179368.56,-0.5953772430308177,8,25
Spain,2014-02-03,2014,5,m,0,15,15.601152432668304,1179368.56,-0.6011524326683038,9,24
Spain,2014-02-10,2014,6,m,0,17,15.606929760940544,1179368.56,1.3930702390594565,8,25
Spain,2014-02-17,2014,7,m,0,24,15.612709228639451,1179368.56,8.387290771360549,8,24
Spain,2014-02-24,2014,8,m,0,11,15.618490836557338,1179368.56,-4.6184908365573385,8,25
Spain,2014-03-03,2014,9,m,0,18,15.624274585486704,1179368.56,2.3757254145132958,8,24.024999999999864
Spain,2014-03-10,2014,10,m,0,18,15.63006047622048,1179368.56,2.3699395237795198,9,24
Spain,2014-03-17,2014,11,m,0,10,15.635848509551725,1179368.56,-5.635848509551725,9,25
Spain,2014-03-24,2014,12,m,0,11,15.641638686273897,1179368.56,-4.641638686273897,8,24
Spain,2014-03-31,2014,13,m,0,17,15.647431007180698,1179368.56,1.352568992819302,8,24
Spain,2014-04-07,2014,14,m,0,15,15.653225473066207,1179368.56,-0.6532254730662075,8,24
Spain,2014-04-14,2014,15,m,0,16,15.659022084724711,1179368.56,0.340977915275289,8,24.024999999999864
Spain,2014-04-21,2014,16,m,0,12,15.664820629551505,1179368.56,-3.664820629551505,8,25
Spain,2014-04-28,2014,17,m,0,15,15.670620040712999,1179368.56,-0.6706200407129987,8,24
Spain,2014-05-05,2014,18,m,0,19,15.676419036237801,1179368.56,3.3235809637621987,9,24
Spain,2014-05-12,2014,19,m,0,13,15.6822163322582,1179368.56,-2.6822163322582,8,24
Spain,2014-05-19,2014,20,m,0,9,15.688010643010697,1179368.56,-6.688010643010697,9,24
Spain,2014-05-26,2014,21,m,0,18,15.693800680838285,1179368.56,2.306199319161715,9,24
Spain,2014-06-02,2014,22,m,0,15,15.699585156193063,1179368.56,-0.6995851561930628,8,24
Spain,2014-06-09,2014,23,m,0,20,15.705362777640524,1179368.56,4.294637222359476,8,24
Spain,2014-06-16,2014,24,m,0,15,15.711132251864536,1179368.56,-0.7111322518645355,8,24
Spain,2014-06-23,2014,25,m,0,20,15.716892283673523,1179368.56,4.283107716326477,8.975000000000044,23
Spain,2014-06-30,2014,26,m,0,15,15.722641576007707,1179368.56,-0.7226415760077067,8,25
Spain,2014-07-07,2014,27,m,0,16,15.728378829947438,1179368.56,0.2716211700525619,8,25
Spain,2014-07-14,2014,28,m,0,17,15.734102744722435,1179368.56,1.2658972552775651,9,24
Spain,2014-07-21,2014,29,m,0,26,15.739812017722304,1179368.56,10.260187982277696,8.975000000000044,25
Spain,2014-07-28,2014,30,m,0,13,15.74550534450814,1179368.56,-2.7455053445081408,8,24.024999999999864
Spain,2014-08-04,2014,31,m,0,19,15.751181418825015,1179368.56,3.2488185811749855,9,24
Spain,2014-08-11,2014,32,m,0,14,15.756838932615599,1179368.56,-1.756838932615599,9,24
Spain,2014-08-18,2014,33,m,0,15,15.76247657603512,1179368.56,-0.7624765760351195,9,24
Spain,2014-08-25,2014,34,m,0,25,15.76809303746702,1179368.56,9.23190696253298,8,24
Spain,2014-09-01,2014,35,m,0,17,15.773687003540033,1179368.56,1.226312996459967,9,24
Spain,2014-09-08,2014,36,m,0,25,15.779257159146137,1179368.56,9.220742840853863,8,24.024999999999864
Spain,2014-09-15,2014,37,m,0,13,15.784802187459738,1179368.56,-2.7848021874597375,9,24
Spain,2014-09-22,2014,38,m,0,17,15.790320769957798,1179368.56,1.2096792300422017,9,24
Spain,2014-09-29,2014,39,m,0,15,15.795811586441285,1179368.56,-0.7958115864412854,9,23.024999999999864
Spain,2014-10-06,2014,40,m,0,17,15.801273315057475,1179368.56,1.1987266849425247,8,24
Spain,2014-10-13,2014,41,m,0,20,15.806704632323648,1179368.56,4.1932953676763525,8,25
Spain,2014-10-20,2014,42,m,0,13,15.812104213151466,1179368.56,-2.812104213151466,9,24
Spain,2014-10-27,2014,43,m,0,11,15.817470730872946,1179368.56,-4.817470730872946,9,24
Spain,2014-11-03,2014,44,m,0,25,15.822802857267186,1179368.56,9.177197142732814,8,24
Spain,2014-11-10,2014,45,m,0,9,15.82809926258836,1179368.56,-6.82809926258836,9,24
Spain,2014-11-17,2014,46,m,0,17,15.833358615594816,1179368.56,1.1666413844051835,8,24
Spain,2014-11-24,2014,47,m,0,13,15.838579583579214,1179368.56,-2.8385795835792145,8,25
Spain,2014-12-01,2014,48,m,0,21,15.84376083239986,1179368.56,5.156239167600139,8,24
Spain,2014-12-08,2014,49,m,0,20,15.84890102651315,1179368.56,4.1510989734868495,9,25
Spain,2014-12-15,2014,50,m,0,11,15.853998829007041,1179368.56,-4.8539988290070415,9,24
Spain,2014-12-22,2014,51,m,0,14,15.85905290163583,1179368.56,-1.8590529016358293,8,24
Spain,2014-12-29,2014,52,m,0,13,15.864061904855815,1179368.56,-2.8640619048558147,8,24
Spain,2015-01-05,2015,1,m,0,12,15.482748500844954,1150660.95,-3.482748500844954,9,23
Spain,2015-01-12,2015,2,m,0,23,15.487543706971449,1150660.95,7.512456293028551,8,23
Spain,2015-01-19,2015,3,m,0,11,15.492291012702783,1150660.95,-4.492291012702783,9,23
Spain,2015-01-26,2015,4,m,0,16,15.496989106407604,1150660.95,0.5030108935923963,8,24
Spain,2015-02-02,2015,5,m,0,13,15.501636675379332,1150660.95,-2.5016366753793324,8.975000000000044,23
Spain,2015-02-09,2015,6,m,0,13,15.506232405877586,1150660.95,-2.5062324058775864,8,24
Spain,2015-02-16,2015,7,m,0,12,15.510774983170947,1150660.95,-3.510774983170947,8,24
Spain,2015-02-23,2015,8,m,0,15,15.515263091580524,1150660.95,-0.5152630915805236,9,23
Spain,2015-03-02,2015,9,m,0,18,15.519695414524858,1150660.95,2.4803045854751424,8,25
Spain,2015-03-09,2015,10,m,0,14,15.524070634565975,1150660.95,-1.524070634565975,8,23
Spain,2015-03-16,2015,11,m,0,17,15.528387433456238,1150660.95,1.4716125665437616,8,24
Spain,2015-03-23,2015,12,m,0,20,15.532644492186487,1150660.95,4.467355507813513,9,24
Spain,2015-03-30,2015,13,m,0,13,15.536840491035543,1150660.95,-2.5368404910355427,8,24
Spain,2015-04-06,2015,14,m,0,19,15.540974109620352,1150660.95,3.459025890379648,9,24
Spain,2015-04-13,2015,15,m,0,16,15.54504402694742,1150660.95,0.45495597305258073,9,24
Spain,2015-04-20,2015,16,m,0,12,15.549048921465575,1150660.95,-3.549048921465575,9,24
Spain,2015-04-27,2015,17,m,0,12,15.552987471119458,1150660.95,-3.552987471119458,9,23.024999999999864
Spain,2015-05-04,2015,18,m,0,14,15.55685835340441,1150660.95,-1.5568583534044098,8,23
Spain,2015-05-11,2015,19,m,0,18,15.560660245422394,1150660.95,2.439339754577606,8,24
Spain,2015-05-18,2015,20,m,0,19,15.564391823938807,1150660.95,3.4356081760611925,8,23
Spain,2015-05-25,2015,21,m,0,15,15.568051765440844,1150660.95,-0.5680517654408437,9,24
Spain,2015-06-01,2015,22,m,0,14,15.571638746196397,1150660.95,-1.5716387461963972,8,24
Spain,2015-06-08,2015,23,m,0,13,15.575151442314585,1150660.95,-2.575151442314585,9,24
Spain,2015-06-15,2015,24,m,0,16,15.578588529807073,1150660.95,0.42141147019292724,8,24
Spain,2015-06-22,2015,25,m,0,19,15.581948684650499,1150660.95,3.4180513153495014,8,24
Spain,2015-06-29,2015,26,m,0,14,15.585230582850166,1150660.95,-1.5852305828501656,9,23
Spain,2015-07-06,2015,27,m,0,13,15.588432900504747,1150660.95,-2.5884329005047473,8,23.024999999999864
Spain,2015-07-13,2015,28,m,0,22,15.591554313871935,1150660.95,6.408445686128065,9,24
Spain,2015-07-20,2015,29,m,0,17,15.594593499435458,1150660.95,1.405406500564542,8,23
Spain,2015-07-27,2015,30,m,0,18,15.597549133972922,1150660.95,2.4024508660270776,8,25
Spain,2015-08-03,2015,31,m,0,12,15.600419894624986,1150660.95,-3.600419894624986,8,25
Spain,2015-08-10,2015,32,m,0,18,15.603204458965461,1150660.95,2.396795541034539,9,24
Spain,2015-08-17,2015,33,m,0,22,15.605901505072369,1150660.95,6.394098494927631,9,25
Spain,2015-08-24,2015,34,m,0,14,15.608509711600513,1150660.95,-1.6085097116005134,8,24
Spain,2015-08-31,2015,35,m,0,14,15.611027757854695,1150660.95,-1.6110277578546945,8,24
Spain,2015-09-07,2015,36,m,0,10,15.613454323864094,1150660.95,-5.613454323864094,8,25
Spain,2015-09-14,2015,37,m,0,15,15.615788090457967,1150660.95,-0.6157880904579667,9,24.024999999999864
Spain,2015-09-21,2015,38,m,0,14,15.618027739342201,1150660.95,-1.6180277393422013,9,24
Spain,2015-09-28,2015,39,m,0,17,15.620171953176717,1150660.95,1.3798280468232829,8,23.024999999999864
Spain,2015-10-05,2015,40,m,0,16,15.622219415654614,1150660.95,0.37778058434538586,9,24
Spain,2015-10-12,2015,41,m,0,13,15.62416881158145,1150660.95,-2.62416881158145,8,25
Spain,2015-10-19,2015,42,m,0,10,15.626018826956459,1150660.95,-5.626018826956459,8,25
Spain,2015-10-26,2015,43,m,0,15,15.62776814905418,1150660.95,-0.6277681490541802,8,24
Spain,2015-11-02,2015,44,m,0,17,15.629415466507552,1150660.95,1.3705845334924476,8,24
Spain,2015-11-09,2015,45,m,0,21,15.630959469391577,1150660.95,5.369040530608423,9,24.024999999999864
Spain,2015-11-16,2015,46,m,0,13,15.632398849308672,1150660.95,-2.6323988493086716,8,23
Spain,2015-11-23,2015,47,m,0,8,15.633732299474273,1150660.95,-7.633732299474273,8,24
Spain,2015-11-30,2015,48,m,0,14,15.634958514804184,1150660.95,-1.6349585148041843,8,24
Spain,2015-12-07,2015,49,m,0,18,15.636076192002475,1150660.95,2.3639238079975247,8,24
Spain,2015-12-14,2015,50,m,0,13,15.637084029650657,1150660.95,-2.637084029650657,9,24
Spain,2015-12-21,2015,51,m,0,16,15.63798072829747,1150660.95,0.3620192717025308,8,24
Spain,2015-12-28,2015,52,m,0,15,15.638764990550333,1150660.95,-0.6387649905503334,8,24
Spain,2016-01-04,2016,1,m,0,12,15.24320967698183,1121508.9,-3.243209676981831,7.975000000000044,24
Spain,2016-01-11,2016,2,m,0,20,15.243751109193482,1121508.9,4.756248890806518,8,23
Spain,2016-01-18,2016,3,m,0,14,15.244179172963246,1121508.9,-1.2441791729632463,8,23
Spain,2016-01-25,2016,4,m,0,18,15.244492612700105,1121508.9,2.755507387299895,8,24
Spain,2016-02-01,2016,5,m,0,21,15.244690175277597,1121508.9,5.755309824722403,8,23
Spain,2016-02-08,2016,6,m,0,17,15.244770610128352,1121508.9,1.7552293898716478,8,23
Spain,2016-02-15,2016,7,m,0,15,15.244732669339319,1121508.9,-0.24473266933931903,8,25
Spain,2016-02-22,2016,8,m,0,10,15.244575112556713,1121508.9,-5.2445751125567135,8,22
Spain,2016-02-29,2016,9,m,0,11,15.244296990785328,1121508.9,-4.244296990785328,8,24
Spain,2016-03-07,2016,10,m,0,9,15.243897805125156,1121508.9,-6.243897805125156,8,23
Spain,2016-03-14,2016,11,m,0,15,15.243377098071225,1121508.9,-0.24337709807122465,8,23
Spain,2016-03-21,2016,12,m,0,13,15.242734415081248,1121508.9,-2.242734415081248,8,24
Spain,2016-03-28,2016,13,m,0,12,15.241969304612244,1121508.9,-3.241969304612244,8,24
Spain,2016-04-04,2016,14,m,0,16,15.241081318157534,1121508.9,0.7589186818424665,8,24
Spain,2016-04-11,2016,15,m,0,11,15.24007001028345,1121508.9,-4.24007001028345,8,25
Spain,2016-04-18,2016,16,m,0,13,15.238934938666254,1121508.9,-2.2389349386662545,8,24
Spain,2016-04-25,2016,17,m,0,13,15.237675664128995,1121508.9,-2.2376756641289948,8,24
Spain,2016-05-02,2016,18,m,0,16,15.23629175067828,1121508.9,0.76370824932172,7,23
Spain,2016-05-09,2016,19,m,0,18,15.23478276554116,1121508.9,2.7652172344588397,8,23
Spain,2016-05-16,2016,20,m,0,13,15.233148279202126,1121508.9,-2.233148279202126,8,23
Spain,2016-05-23,2016,21,m,0,33,15.231387865439789,1121508.9,17.76861213456021,8,24
Spain,2016-05-30,2016,22,m,0,19,15.229501101363757,1121508.9,3.7704988986362427,8,23
Spain,2016-06-06,2016,23,m,0,14,15.227487567451545,1121508.9,-1.2274875674515453,8,24
Spain,2016-06-13,2016,24,m,0,13,15.225346847585248,1121508.9,-2.2253468475852483,8,24
Spain,2016-06-20,2016,25,m,0,11,15.223078529088513,1121508.9,-4.223078529088513,8,24
Spain,2016-06-27,2016,26,m,0,23,15.220682202763188,1121508.9,7.779317797236812,8,24
Spain,2016-07-04,2016,27,m,0,19,15.218157462926113,1121508.9,3.781842537073887,8,23
Spain,2016-07-11,2016,28,m,0,22,15.21550390744578,1121508.9,6.784496092554219,8,23
Spain,2016-07-18,2016,29,m,0,20,15.212721137779178,1121508.9,4.7872788622208216,8,23
Spain,2016-07-25,2016,30,m,0,19,15.20980875900826,1121508.9,3.7901912409917404,8,24
Spain,2016-08-01,2016,31,m,0,19,15.20676637987669,1121508.9,3.79323362012331,8,24
Spain,2016-08-08,2016,32,m,0,17,15.203593612826248,1121508.9,1.796406387173752,8,23
Spain,2016-08-15,2016,33,m,0,19,15.200290074033624,1121508.9,3.7997099259663756,8,24
Spain,2016-08-22,2016,34,m,0,12,15.196855383446586,1121508.9,-3.196855383446586,8,23
Spain,2016-08-29,2016,35,m,0,15,15.1932891648206,1121508.9,-0.19328916482059988,8,25
Spain,2016-09-05,2016,36,m,0,11,15.189591045755149,1121508.9,-4.189591045755149,8,23
Spain,2016-09-12,2016,37,m,0,18,15.18576065772994,1121508.9,2.81423934227006,8,23
Spain,2016-09-19,2016,38,m,0,14,15.18179763614131,1121508.9,-1.1817976361413098,8,24
Spain,2016-09-26,2016,39,m,0,13,15.177701620338196,1121508.9,-2.177701620338196,8,24
Spain,2016-10-03,2016,40,m,0,10,15.173472253658428,1121508.9,-5.173472253658428,8,23
Spain,2016-10-10,2016,41,m,0,12,15.169109183464542,1121508.9,-3.169109183464542,8,23
Spain,2016-10-17,2016,42,m,0,16,15.164612061179827,1121508.9,0.8353879388201726,8,23
Spain,2016-10-24,2016,43,m,0,16,15.159980542324366,1121508.9,0.8400194576756341,8,23
Spain,2016-10-31,2016,44,m,0,14,15.15521428655037,1121508.9,-1.15521428655037,8,24
Spain,2016-11-07,2016,45,m,0,25,15.150312957678217,1121508.9,9.849687042321783,7,23
Spain,2016-11-14,2016,46,m,0,13,15.145276223731969,1121508.9,-2.145276223731969,8,23
Spain,2016-11-21,2016,47,m,0,16,15.140103756974705,1121508.9,0.859896243025295,8,23
Spain,2016-11-28,2016,48,m,0,16,15.13479523394409,1121508.9,0.8652047660559106,8,23
Spain,2016-12-05,2016,49,m,0,20,15.129350335487509,1121508.9,4.8706496645124915,8,23
Spain,2016-12-12,2016,50,m,0,17,15.123768746797298,1121508.9,1.8762312532027021,8,23
Spain,2016-12-19,2016,51,m,0,15,15.118050157445898,1121508.9,-0.11805015744589831,9,23
Spain,2016-12-26,2016,52,m,0,11,15.112194261420498,1121508.9,-4.112194261420498,8,24
Spain,2017-01-02,2017,1,m,0,18,14.75145448366076,1095171.96,3.24854551633924,8,22
Spain,2017-01-09,2017,2,m,0,12,14.745467060961918,1095171.96,-2.745467060961918,8,22
Spain,2017-01-16,2017,3,m,0,21,14.739344685756128,1095171.96,6.260655314243872,7,22
Spain,2017-01-23,2017,4,m,0,19,14.73308707680069,1095171.96,4.26691292319931,8,24
Spain,2017-01-30,2017,5,m,0,12,14.726693957332794,1095171.96,-2.7266939573327935,8,23
Spain,2017-02-06,2017,6,m,0,11,14.720165055103022,1095171.96,-3.7201650551030223,7,23
Spain,2017-02-13,2017,7,m,0,15,14.713500102408476,1095171.96,0.28649989759152383,8,22
Spain,2017-02-20,2017,8,m,0,8,14.706698836125772,1095171.96,-6.7066988361257724,7,23
Spain,2017-02-27,2017,9,m,0,20,14.699760997743981,1095171.96,5.300239002256019,8,22
Spain,2017-03-06,2017,10,m,0,11,14.692686333397512,1095171.96,-3.6926863333975124,8,23
Spain,2017-03-13,2017,11,m,0,12,14.685474593898519,1095171.96,-2.685474593898519,8,22
Spain,2017-03-20,2017,12,m,0,9,14.678125534769421,1095171.96,-5.678125534769421,7,22
Spain,2017-03-27,2017,13,m,0,15,14.67063891627527,1095171.96,0.3293610837247307,7,22.024999999999864
Spain,2017-04-03,2017,14,m,0,17,14.663014503455566,1095171.96,2.3369854965444343,8,24
Spain,2017-04-10,2017,15,m,0,9,14.655252066156546,1095171.96,-5.655252066156546,7,22
Spain,2017-04-17,2017,16,m,0,15,14.647351379062624,1095171.96,0.3526486209373765,8.975000000000044,22
Spain,2017-04-24,2017,17,m,0,13,14.639312221728108,1095171.96,-1.6393122217281082,8,22
Spain,2017-05-01,2017,18,m,0,12,14.631134378608694,1095171.96,-2.631134378608694,8,22
Spain,2017-05-08,2017,19,m,0,17,14.622817639092291,1095171.96,2.3771823609077085,7.975000000000044,22
Spain,2017-05-15,2017,20,m,0,9,14.61436179753041,1095171.96,-5.61436179753041,8,22
Spain,2017-05-22,2017,21,m,0,19,14.605766653268816,1095171.96,4.394233346731184,7,23
Spain,2017-05-29,2017,22,m,0,12,14.597032010678147,1095171.96,-2.597032010678147,8,23
Spain,2017-06-05,2017,23,m,0,13,14.588157679184118,1095171.96,-1.5881576791841177,8,23
Spain,2017-06-12,2017,24,m,0,23,14.579143473298078,1095171.96,8.420856526701922,8,23
Spain,2017-06-19,2017,25,m,0,17,14.569989212646693,1095171.96,2.4300107873533072,7,23
Spain,2017-06-26,2017,26,m,0,18,14.560694722001818,1095171.96,3.439305277998182,7,22
Spain,2017-07-03,2017,27,m,0,19,14.551259831310015,1095171.96,4.4487401686899855,8,22
Spain,2017-07-10,2017,28,m,0,16,14.541684375721886,1095171.96,1.4583156242781143,8,22
Spain,2017-07-17,2017,29,m,0,16,14.531968195621007,1095171.96,1.4680318043789935,7,22
Spain,2017-07-24,2017,30,m,0,12,14.522111136653102,1095171.96,-2.522111136653102,7,22
Spain,2017-07-31,2017,31,m,0,12,14.512113049754277,1095171.96,-2.5121130497542765,7,22
Spain,2017-08-07,2017,32,m,0,14,14.501973791179694,1095171.96,-0.5019737911796938,8,22
Spain,2017-08-14,2017,33,m,0,16,14.491693222531493,1095171.96,1.5083067774685066,8,23
Spain,2017-08-21,2017,34,m,0,14,14.481271210786769,1095171.96,-0.48127121078676893,8,23
Spain,2017-08-28,2017,35,m,0,20,14.470707628325124,1095171.96,5.529292371674876,8,23
Spain,2017-09-04,2017,36,m,0,14,14.460002352956202,1095171.96,-0.4600023529562023,7,22
Spain,2017-09-11,2017,37,m,0,14,14.449155267946574,1095171.96,-0.44915526794657445,7,22
Spain,2017-09-18,2017,38,m,0,11,14.43816626204665,1095171.96,-3.43816626204665,8,23
Spain,2017-09-25,2017,39,m,0,12,14.427035229517319,1095171.96,-2.427035229517319,7,22
Spain,2017-10-02,2017,40,m,0,22,14.415762070156287,1095171.96,7.584237929843713,8,23
Spain,2017-10-09,2017,41,m,0,10,14.404346689323857,1095171.96,-4.404346689323857,8,22
Spain,2017-10-16,2017,42,m,0,18,14.392788997968898,1095171.96,3.607211002031102,8,22
Spain,2017-10-23,2017,43,m,0,15,14.381088912654228,1095171.96,0.6189110873457722,7,23
Spain,2017-10-30,2017,44,m,0,9,14.369246355581828,1095171.96,-5.3692463555818275,7,22
Spain,2017-11-06,2017,45,m,0,15,14.35726125461751,1095171.96,0.6427387453824895,7,24
Spain,2017-11-13,2017,46,m,0,17,14.34513354331585,1095171.96,2.6548664566841502,8,23
Spain,2017-11-20,2017,47,m,0,21,14.332863160944083,1095171.96,6.667136839055917,7,23
Spain,2017-11-27,2017,48,m,0,21,14.320450052506374,1095171.96,6.679549947493626,8,23
Spain,2017-12-04,2017,49,m,0,16,14.307894168767229,1095171.96,1.6921058312327713,8,23
Spain,2017-12-11,2017,50,m,0,13,14.295195466275102,1095171.96,-1.2951954662751017,8,23
Spain,2017-12-18,2017,51,m,0,12,14.282353907385193,1095171.96,-2.2823539073851933,8,22
Spain,2017-12-25,2017,52,m,0,22,14.269369460282366,1095171.96,7.730630539717634,8,22
Spain,2018-01-08,2018,1,m,0,19,13.984390881833654,1074288.2,5.015609118166346,7,22
Spain,2018-01-15,2018,2,m,0,24,13.971375079614601,1074288.2,10.028624920385399,7,22
Spain,2018-01-22,2018,3,m,0,6,13.95822237907139,1074288.2,-7.95822237907139,7,22
Spain,2018-01-29,2018,4,m,0,15,13.94493475682403,1074288.2,1.0550652431759708,7,22
Spain,2018-02-05,2018,5,m,0,14,13.93151418744039,1074288.2,0.06848581255960973,7,22
Spain,2018-02-12,2018,6,m,0,25,13.917962643265012,1074288.2,11.082037356734988,7,22
Spain,2018-02-19,2018,7,m,0,14,13.90428209425024,1074288.2,0.09571790574976013,7,22
Spain,2018-02-26,2018,8,m,0,12,13.890474507790092,1074288.2,-1.890474507790092,8,21
Spain,2018-03-05,2018,9,m,0,17,13.876541848556307,1074288.2,3.1234581514436925,7,23
Spain,2018-03-12,2018,10,m,0,10,13.862486078337378,1074288.2,-3.862486078337378,7,22.024999999999864
Spain,2018-03-19,2018,11,m,0,15,13.848309155879507,1074288.2,1.151690844120493,7,22
Spain,2018-03-26,2018,12,m,0,11,13.834013036730642,1074288.2,-2.834013036730642,7,21
Spain,2018-04-02,2018,13,m,0,19,13.819599673086664,1074288.2,5.180400326913336,7,22
Spain,2018-04-09,2018,14,m,0,17,13.80507101364009,1074288.2,3.19492898635991,7,22
Spain,2018-04-16,2018,15,m,0,17,13.790429003431662,1074288.2,3.2095709965683383,7,22
Spain,2018-04-23,2018,16,m,0,7,13.775675583703821,1074288.2,-6.775675583703821,7,21
Spain,2018-04-30,2018,17,m,0,12,13.760812691757383,1074288.2,-1.7608126917573834,7,22
Spain,2018-05-07,2018,18,m,0,14,13.74584226081022,1074288.2,0.2541577391897807,7,21
Spain,2018-05-14,2018,19,m,0,9,13.730766219858637,1074288.2,-4.730766219858637,6,21
Spain,2018-05-21,2018,20,m,0,21,13.715586493541316,1074288.2,7.284413506458684,8,21
Spain,2018-05-28,2018,21,m,0,6,13.70030500200569,1074288.2,-7.70030500200569,7,22
Spain,2018-06-04,2018,22,m,0,12,13.684923660776766,1074288.2,-1.6849236607767661,6,21
Spain,2018-06-11,2018,23,m,0,11,13.669444380628581,1074288.2,-2.6694443806285815,7,22
Spain,2018-06-18,2018,24,m,0,16,13.653869067458036,1074288.2,2.346130932541964,7,21
Spain,2018-06-25,2018,25,m,0,14,13.63819962216132,1074288.2,0.36180037783868,7,21.024999999999864
Spain,2018-07-02,2018,26,m,0,14,13.622437940512793,1074288.2,0.37756205948720734,7,21
Spain,2018-07-09,2018,27,m,0,13,13.606585913046182,1074288.2,-0.6065859130461817,7,21
Spain,2018-07-16,2018,28,m,0,14,13.590645424938533,1074288.2,0.40935457506146733,8,22
Spain,2018-07-23,2018,29,m,0,15,13.574618355896481,1074288.2,1.4253816441035188,7,22
Spain,2018-07-30,2018,30,m,0,19,13.558506580044941,1074288.2,5.441493419955059,7,21
Spain,2018-08-06,2018,31,m,0,10,13.542311965818282,1074288.2,-3.542311965818282,7,21
Spain,2018-08-13,2018,32,m,0,11,13.526036375854119,1074288.2,-2.526036375854119,7,21
Spain,2018-08-20,2018,33,m,0,12,13.509681666889188,1074288.2,-1.509681666889188,6,21
Spain,2018-08-27,2018,34,m,0,10,13.493249689658125,1074288.2,-3.493249689658125,7,21
Spain,2018-09-03,2018,35,m,0,10,13.476742288794169,1074288.2,-3.476742288794169,6,21
Spain,2018-09-10,2018,36,m,0,18,13.460161302732613,1074288.2,4.5398386972673865,7,21
Spain,2018-09-17,2018,37,m,0,14,13.443508563616598,1074288.2,0.5564914363834017,7,21
Spain,2018-09-24,2018,38,m,0,17,13.42678589720523,1074288.2,3.57321410279477,7,21
Spain,2018-10-01,2018,39,m,0,13,13.40999512278419,1074288.2,-0.40999512278419026,7,21
Spain,2018-10-08,2018,40,m,0,11,13.39313805307847,1074288.2,-2.39313805307847,7,22
Spain,2018-10-15,2018,41,m,0,12,13.376216494167908,1074288.2,-1.3762164941679078,7,21
Spain,2018-10-22,2018,42,m,0,21,13.359232245404584,1074288.2,7.640767754595416,6,21
Spain,2018-10-29,2018,43,m,0,12,13.342187099333085,1074288.2,-1.3421870993330849,6,21
Spain,2018-11-05,2018,44,m,0,13,13.325082841612495,1074288.2,-0.32508284161249534,7,21.024999999999864
Spain,2018-11-12,2018,45,m,0,17,13.307921250941263,1074288.2,3.6920787490587372,6.975000000000044,21
Spain,2018-11-19,2018,46,m,0,19,13.290704098984078,1074288.2,5.709295901015922,7,21
Spain,2018-11-26,2018,47,m,0,17,13.273433150301154,1074288.2,3.7265668496988464,7,20
Spain,2018-12-03,2018,48,m,0,12,13.256110162279622,1074288.2,-1.2561101622796222,6.975000000000044,21
Spain,2018-12-10,2018,49,m,0,11,13.23873688506744,1074288.2,-2.238736885067439,7,20
Spain,2018-12-17,2018,50,m,0,12,13.221315061509495,1074288.2,-1.221315061509495,6,21
Spain,2018-12-24,2018,51,m,0,14,13.203846427085772,1074288.2,0.7961535729142284,6,21
Spain,2018-12-31,2018,52,m,0,7,13.18633270985197,1074288.2,-6.186332709851969,6,21
Spain,2019-01-07,2019,1,m,0,18,13.168775630382243,1074288.2,4.8312243696177575,6,21
Spain,2019-01-14,2019,2,m,0,21,13.151176901714136,1074288.2,7.848823098285864,6,21
Spain,2019-01-21,2019,3,m,0,19,13.133538229295779,1074288.2,5.8664617707042215,7,21
Spain,2019-01-28,2019,4,m,0,10,13.115861310935234,1074288.2,-3.1158613109352338,7,20.024999999999864
Spain,2019-02-04,2019,5,m,0,19,13.098147836751833,1074288.2,5.901852163248167,6,22
Spain,2019-02-11,2019,6,m,0,18,13.080399489130048,1074288.2,4.919600510869952,6,20.024999999999864
Spain,2019-02-18,2019,7,m,0,18,13.062617942675073,1074288.2,4.9373820573249265,7,20
Spain,2019-02-25,2019,8,m,0,13,13.044804864170823,1074288.2,-0.04480486417082297,6,20
Spain,2019-03-04,2019,9,m,0,12,13.026961912539894,1074288.2,-1.0269619125398943,7,21
Spain,2019-03-11,2019,10,m,0,15,13.00909073880562,1074288.2,1.9909092611943802,6,21
Spain,2019-03-18,2019,11,m,0,16,12.991192986056411,1074288.2,3.0088070139435885,7,21
Spain,2019-03-25,2019,12,m,0,12,12.973270289411674,1074288.2,-0.9732702894116745,7,21
Spain,2019-04-01,2019,13,m,0,14,12.955324275990339,1074288.2,1.044675724009661,6,21
Spain,2019-04-08,2019,14,m,0,17,12.937356564881007,1074288.2,4.062643435118993,7,21
Spain,2019-04-15,2019,15,m,0,15,12.919368767114324,1074288.2,2.0806312328856755,6,20
Spain,2019-04-22,2019,16,m,0,13,12.90136248563727,1074288.2,0.09863751436273027,7,20
Spain,2019-04-29,2019,17,m,0,12,12.88333931528943,1074288.2,-0.8833393152894295,6,21
Spain,2019-05-06,2019,18,m,0,11,12.865300842781275,1074288.2,-1.8653008427812754,7,21
Spain,2019-05-13,2019,19,m,0,11,12.847248646674267,1074288.2,-1.8472486466742666,6,20
Spain,2019-05-20,2019,20,m,0,12,12.829184297363096,1074288.2,-0.8291842973630956,6,21
Spain,2019-05-27,2019,21,m,0,14,12.811109357059733,1074288.2,1.188890642940267,6,20
