Country,Sex,Age,Exposure,Deaths,Baseline,Excess,Excess_lp,Excess_up,Baseline_pos,Excess_pos,Excess_pos_lp,Excess_pos_up,Excess_epi,Excess_epi_up,Excess_epi_lp
Austria,m,40,2555112.546557965,92,61.89106280820519,30.10893719179481,-22,72,92.88728667862065,30.99622387041546,5,72,34.93226665809087,59,9
Austria,m,45,2767796.5837953147,130,109.85801881472474,20.14198118527526,-50,78.02499999999995,135.6085135157877,25.750494701062966,2,78.02499999999995,9.7608565043898885,17,2
Austria,m,50,3227312.564378769,227,212.79054599949131,14.2094540005087,-78,96,237.92442458269855,25.13387858320725,0,96,23.75949774912353,42.024999999999956,2
Austria,m,55,3108091.806999068,374,332.04404825470044,41.955951745299565,-73.02499999999986,145,382.6437084280119,50.59966017331149,2,145,33.461707710172234,56,6
Austria,m,60,2537361.146460143,502,447.65725226782064,54.34274773217934,-75,174.02499999999995,503.62720854592305,55.96995627810241,1,174.02499999999995,15.232133659761729,29,1
Austria,m,65,1914009.4965329417,583,532.5870000439725,50.412999956027576,-96,186,583,50.412999956027576,0,186,45.25996868789994,73.02499999999995,14
Austria,m,70,1690277.485730914,849,767.844640667313,81.15535933268704,-90,245.0499999999999,861.1376632500219,93.29302258270893,16,245.0499999999999,97.93639649799205,173.02499999999995,24
Austria,m,75,1512187.890742775,1207,1069.5430591839795,137.4569408160206,-62,330.025,1221.6344291839341,152.0913699999548,39,330.025,102.42179065766712,167.02499999999998,39
Austria,m,80,952429.0589251679,1289,1063.0432770587477,225.95672294125245,28,418.025,1291.506059807954,228.4627827492064,75,418.025,160.92700375547628,246,75
Austria,m,85,466126.8979595007,1142,1099.0171405192777,42.9828594807223,-161.04999999999973,241,1159.427812409589,60.41067189031142,1.9750000000001364,241,60.339868107877706,103,14.975000000000136
